Product_ID,Product_Name,Category,Brand,Price,List_Price,Rating,Reviews,BestSeller,Prime,AmazonChoice,Stock,Status,Image_URL,Description
B0IVWPVS7H,"The Ordinary Ultra Hydrating Moisturizer, 50g Jar",Beauty,The Ordinary,9.37,13.11,4.8,81,False,True,False,226,Available,https://images.pexels.com/photos/2566853/pexels-photo-2566853.jpeg,"Premium quality The Ordinary Ultra Hydrating Moisturizer, locks in moisture for smooth, healthy-looking skin all day."
B07AWUDTSE,"Nivea Ceramide Moisturizing Cream, 50g Jar",Beauty,Nivea,12.77,16.97,4.8,145,False,False,False,173,Available,https://images.pexels.com/photos/3762460/pexels-photo-3762460.jpeg,"Premium quality Nivea Ceramide Moisturizing Cream, locks in moisture for smooth, healthy-looking skin all day."
B09XA3KX7E,"Neutrogena SPF 50 Sunscreen Lotion, 100ml, Broad Spectrum UVA/UVB",Beauty,Neutrogena,22.19,25.26,4.4,297,False,False,False,298,Available,https://images.pexels.com/photos/8140898/pexels-photo-8140898.jpeg,"Premium quality Neutrogena SPF 50 Sunscreen Lotion, broad spectrum protection that blends in without a white cast."
B0WJR64DPJ,"Neutrogena Mineral Sunscreen SPF30, 100ml, Broad Spectrum UVA/UVB",Beauty,Neutrogena,20.14,23.85,3.9,226,False,False,False,127,Available,https://images.pexels.com/photos/8140898/pexels-photo-8140898.jpeg,"Premium quality Neutrogena Mineral Sunscreen SPF30, broad spectrum protection that blends in without a white cast."
B0ZUE8YFBN,"Nivea Tinted Sunscreen SPF45, 100ml, Broad Spectrum UVA/UVB",Beauty,Nivea,20.57,20.57,4.2,137,False,True,False,154,Available,https://images.pexels.com/photos/11010801/pexels-photo-11010801.jpeg,"Premium quality Nivea Tinted Sunscreen SPF45, broad spectrum protection that blends in without a white cast."
B0ID25OWF7,"The Ordinary Sport Sunscreen SPF50, 100ml, Broad Spectrum UVA/UVB",Beauty,The Ordinary,15.45,18.77,3.9,378,False,False,False,40,Available,https://images.pexels.com/photos/8128069/pexels-photo-8128069.jpeg,"Premium quality The Ordinary Sport Sunscreen SPF50, broad spectrum protection that blends in without a white cast."
B0L7253J2D,"The Ordinary Broad Spectrum Sunscreen SPF30, 100ml, Broad Spectrum UVA/UVB",Beauty,The Ordinary,23.64,23.64,4.6,60,False,True,False,231,Available,https://images.pexels.com/photos/8128069/pexels-photo-8128069.jpeg,"Premium quality The Ordinary Broad Spectrum Sunscreen SPF30, broad spectrum protection that blends in without a white cast."
B05IXOKC1M,"CeraVe Vitamin C Brightening Serum, 30ml Dropper Bottle",Beauty,CeraVe,28.89,39.93,4.7,138,False,True,False,255,Available,https://images.pexels.com/photos/11010801/pexels-photo-11010801.jpeg,"Premium quality CeraVe Vitamin C Brightening Serum, lightweight formula that targets uneven tone and fine lines."
B08G8JDP0L,"Eucerin Hyaluronic Acid Serum, 30ml Dropper Bottle",Beauty,Eucerin,24.95,24.95,3.7,182,False,False,False,189,Available,https://images.pexels.com/photos/11010801/pexels-photo-11010801.jpeg,"Premium quality Eucerin Hyaluronic Acid Serum, lightweight formula that targets uneven tone and fine lines."
B0A7TZ0YNC,"Garnier Niacinamide 10% Serum, 30ml Dropper Bottle",Beauty,Garnier,12.54,12.54,4.5,243,False,True,False,117,Available,https://images.pexels.com/photos/2566853/pexels-photo-2566853.jpeg,"Premium quality Garnier Niacinamide 10% Serum, lightweight formula that targets uneven tone and fine lines."
B0LOOKEP7Y,"Nivea Retinol Anti-Aging Serum, 30ml Dropper Bottle",Beauty,Nivea,23.71,23.71,4.0,615,False,False,False,83,Available,https://images.pexels.com/photos/5797999/pexels-photo-5797999.jpeg,"Premium quality Nivea Retinol Anti-Aging Serum, lightweight formula that targets uneven tone and fine lines."
B0UXQPHR62,"La Roche-Posay Vitamin E Face Serum, 30ml Dropper Bottle",Beauty,La Roche-Posay,22.52,31.27,4.2,89,False,True,False,175,Available,https://images.pexels.com/photos/5797999/pexels-photo-5797999.jpeg,"Premium quality La Roche-Posay Vitamin E Face Serum, lightweight formula that targets uneven tone and fine lines."
B0IL3FB9W1,"Neutrogena Peptide Firming Serum, 30ml Dropper Bottle",Beauty,Neutrogena,16.24,16.24,4.8,288,False,True,True,191,Available,https://images.pexels.com/photos/17747936/pexels-photo-17747936.jpeg,"Premium quality Neutrogena Peptide Firming Serum, lightweight formula that targets uneven tone and fine lines."
B0XA11DPG8,"Eucerin Alcohol-Free Toner, 200ml",Beauty,Eucerin,16.63,16.63,3.9,359,False,False,False,216,Available,https://images.pexels.com/photos/11010801/pexels-photo-11010801.jpeg,"Premium quality Eucerin Alcohol-Free Toner, refreshes and balances skin pH after cleansing."
B0TUL1P36P,"Aveeno Rose Water Toner, 200ml",Beauty,Aveeno,6.6,9.2,4.2,19,False,True,False,253,Available,https://images.pexels.com/photos/11010801/pexels-photo-11010801.jpeg,"Premium quality Aveeno Rose Water Toner, refreshes and balances skin pH after cleansing."
B04J1RIPZI,"Aveeno Exfoliating Glycolic Toner, 200ml",Beauty,Aveeno,16.77,16.77,4.6,374,False,False,False,263,Available,https://images.pexels.com/photos/3762460/pexels-photo-3762460.jpeg,"Premium quality Aveeno Exfoliating Glycolic Toner, refreshes and balances skin pH after cleansing."
B0COTOHP6V,"Nivea Witch Hazel Toner, 200ml",Beauty,Nivea,16.72,18.99,4.5,74,False,False,False,216,Available,https://images.pexels.com/photos/2566853/pexels-photo-2566853.jpeg,"Premium quality Nivea Witch Hazel Toner, refreshes and balances skin pH after cleansing."
B0KO64T026,CeraVe Clay Detox Face Mask,Beauty,CeraVe,17.85,17.85,4.8,26,False,False,False,214,Available,https://images.pexels.com/photos/17747936/pexels-photo-17747936.jpeg,"Premium quality CeraVe Clay Detox Face Mask, deep cleans pores and leaves skin refreshed."
B079T6VXDP,Cetaphil Sheet Mask Hydration Set (5pk),Beauty,Cetaphil,9.09,11.13,4.7,1189,False,False,False,227,Available,https://images.pexels.com/photos/8128069/pexels-photo-8128069.jpeg,"Premium quality Cetaphil Sheet Mask Hydration Set (5pk), deep cleans pores and leaves skin refreshed."
B0N13JCAT9,Aveeno Charcoal Peel-Off Mask,Beauty,Aveeno,7.73,9.28,4.6,1348,False,True,False,252,Available,https://images.pexels.com/photos/3762460/pexels-photo-3762460.jpeg,"Premium quality Aveeno Charcoal Peel-Off Mask, deep cleans pores and leaves skin refreshed."
B0HAFEYUHZ,"Herbal Essences Anti-Dandruff Shampoo, 340ml",Beauty,Herbal Essences,13.45,13.45,4.8,660,False,False,False,40,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality Herbal Essences Anti-Dandruff Shampoo, cleanses scalp while nourishing hair from root to tip."
B0LU7U6N7H,"Dove Volumizing Shampoo, 340ml",Beauty,Dove,12.88,12.88,3.8,145,False,False,False,78,Available,https://images.pexels.com/photos/3735627/pexels-photo-3735627.jpeg,"Premium quality Dove Volumizing Shampoo, cleanses scalp while nourishing hair from root to tip."
B0BTXCXAPR,"TRESemme Keratin Smooth Shampoo, 340ml",Beauty,TRESemme,14.06,18.74,4.3,41,False,False,False,81,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality TRESemme Keratin Smooth Shampoo, cleanses scalp while nourishing hair from root to tip."
B08J3TRP0J,"OGX Color Protect Shampoo, 340ml",Beauty,OGX,13.26,13.26,4.6,461,False,False,False,98,Available,https://images.pexels.com/photos/3735627/pexels-photo-3735627.jpeg,"Premium quality OGX Color Protect Shampoo, cleanses scalp while nourishing hair from root to tip."
B0LRMJKV5U,"TRESemme Sulfate-Free Shampoo, 340ml",Beauty,TRESemme,8.63,11.72,4.2,232,False,True,False,214,Available,https://images.pexels.com/photos/3735627/pexels-photo-3735627.jpeg,"Premium quality TRESemme Sulfate-Free Shampoo, cleanses scalp while nourishing hair from root to tip."
B0R2DHYLUR,"TRESemme Daily Clarifying Shampoo, 340ml",Beauty,TRESemme,8.14,10.46,4.4,52,False,False,False,143,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality TRESemme Daily Clarifying Shampoo, cleanses scalp while nourishing hair from root to tip."
B0JEGET1GH,"Head & Shoulders Deep Conditioner, 340ml",Beauty,Head & Shoulders,17.96,17.96,4.0,273,False,False,False,200,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality Head & Shoulders Deep Conditioner, detangles and softens hair, pairs well with matching shampoo."
B03KMKZEBB,"L'Oreal Paris Leave-In Conditioner, 340ml",Beauty,L'Oreal Paris,14.42,14.42,4.9,13,False,False,False,288,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality L'Oreal Paris Leave-In Conditioner, detangles and softens hair, pairs well with matching shampoo."
B0QPGB7R3O,"Dove Repair Conditioner, 340ml",Beauty,Dove,13.29,13.29,4.3,960,False,False,False,72,Available,https://images.pexels.com/photos/3735627/pexels-photo-3735627.jpeg,"Premium quality Dove Repair Conditioner, detangles and softens hair, pairs well with matching shampoo."
B0UOVW1N6K,"Pantene Moisture Lock Conditioner, 340ml",Beauty,Pantene,6.97,6.97,3.9,119,False,True,False,175,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality Pantene Moisture Lock Conditioner, detangles and softens hair, pairs well with matching shampoo."
B0HXFGCAQV,"L'Oreal Paris Curl Defining Conditioner, 340ml",Beauty,L'Oreal Paris,12.39,17.78,3.9,434,False,False,False,70,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality L'Oreal Paris Curl Defining Conditioner, detangles and softens hair, pairs well with matching shampoo."
B0J2V2HEIF,"Pantene Argan Hair Oil, 200ml Bottle",Beauty,Pantene,6.55,6.55,3.9,149,False,True,False,252,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality Pantene Argan Hair Oil, strengthens hair and reduces breakage with regular use."
B0KOJTPV60,"Dove Coconut Hair Oil, 200ml Bottle",Beauty,Dove,4.79,5.72,4.2,293,False,False,False,167,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality Dove Coconut Hair Oil, strengthens hair and reduces breakage with regular use."
B0JB1QX6GV,"Pantene Onion Hair Oil, 200ml Bottle",Beauty,Pantene,5.0,5.0,4.5,316,False,False,False,30,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality Pantene Onion Hair Oil, strengthens hair and reduces breakage with regular use."
B0YK83TQLL,"TRESemme Almond Hair Oil, 200ml Bottle",Beauty,TRESemme,9.17,10.99,4.0,81,False,False,False,73,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality TRESemme Almond Hair Oil, strengthens hair and reduces breakage with regular use."
B0RPBJEK5R,"Pantene Castor Hair Growth Oil, 200ml Bottle",Beauty,Pantene,11.23,13.85,4.4,1397,False,False,False,116,Available,https://images.pexels.com/photos/3735627/pexels-photo-3735627.jpeg,"Premium quality Pantene Castor Hair Growth Oil, strengthens hair and reduces breakage with regular use."
B06QE3RZSJ,"Herbal Essences Anti-Frizz Hair Serum, 100ml",Beauty,Herbal Essences,15.94,17.3,4.9,596,False,True,False,228,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality Herbal Essences Anti-Frizz Hair Serum, tames frizz and adds a smooth, glossy finish."
B00EC14M2J,"Mamaearth Shine Boost Hair Serum, 100ml",Beauty,Mamaearth,9.41,9.41,4.4,1122,False,True,False,216,Available,https://images.pexels.com/photos/3735627/pexels-photo-3735627.jpeg,"Premium quality Mamaearth Shine Boost Hair Serum, tames frizz and adds a smooth, glossy finish."
B0RL1N759I,"L'Oreal Paris Heat Protectant Serum, 100ml",Beauty,L'Oreal Paris,16.16,16.16,4.2,900,False,False,False,270,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality L'Oreal Paris Heat Protectant Serum, tames frizz and adds a smooth, glossy finish."
B0NX39RBSV,"Herbal Essences Split-End Repair Serum, 100ml",Beauty,Herbal Essences,17.98,21.54,4.7,364,False,False,False,262,Available,https://images.pexels.com/photos/3735627/pexels-photo-3735627.jpeg,"Premium quality Herbal Essences Split-End Repair Serum, tames frizz and adds a smooth, glossy finish."
B0XFQ8MYX4,"Mamaearth Smoothing Hair Serum, 100ml",Beauty,Mamaearth,7.4,7.4,4.1,1019,False,False,False,27,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality Mamaearth Smoothing Hair Serum, tames frizz and adds a smooth, glossy finish."
B0CW790PDW,"OGX Deep Repair Hair Mask, 250g Jar",Beauty,OGX,16.4,16.4,3.6,37,False,False,False,269,Available,https://images.pexels.com/photos/3735627/pexels-photo-3735627.jpeg,"Premium quality OGX Deep Repair Hair Mask, weekly treatment for damaged or color-treated hair."
B0NFTU2GC5,"Mamaearth Protein Hair Mask, 250g Jar",Beauty,Mamaearth,9.5,10.36,4.0,87,False,False,False,186,Available,https://images.pexels.com/photos/3735627/pexels-photo-3735627.jpeg,"Premium quality Mamaearth Protein Hair Mask, weekly treatment for damaged or color-treated hair."
B06QKTC89K,"Mamaearth Keratin Hair Mask, 250g Jar",Beauty,Mamaearth,20.69,25.88,4.5,18,False,False,False,150,Available,https://images.pexels.com/photos/16973307/pexels-photo-16973307.jpeg,"Premium quality Mamaearth Keratin Hair Mask, weekly treatment for damaged or color-treated hair."
B0MKZA3OA5,"L'Oreal Paris Moisture Hair Mask, 250g Jar",Beauty,L'Oreal Paris,13.85,20.08,4.1,157,False,True,False,267,Available,https://images.pexels.com/photos/3735627/pexels-photo-3735627.jpeg,"Premium quality L'Oreal Paris Moisture Hair Mask, weekly treatment for damaged or color-treated hair."
B0WWYZX4W6,"Himalaya Moisturizing Body Wash, 500ml",Beauty,Himalaya,14.16,14.16,4.1,196,False,False,True,137,Available,https://images.pexels.com/photos/8140918/pexels-photo-8140918.jpeg,"Premium quality Himalaya Moisturizing Body Wash, gently cleanses while keeping skin soft and hydrated."
B00GET8T63,"Nivea Exfoliating Body Wash, 500ml",Beauty,Nivea,8.4,10.87,4.0,126,False,True,False,87,Available,https://images.pexels.com/photos/14890557/pexels-photo-14890557.jpeg,"Premium quality Nivea Exfoliating Body Wash, gently cleanses while keeping skin soft and hydrated."
B01IYYO4UD,"Himalaya Sensitive Skin Body Wash, 500ml",Beauty,Himalaya,15.64,21.93,3.7,705,False,False,False,78,Available,https://images.pexels.com/photos/14890557/pexels-photo-14890557.jpeg,"Premium quality Himalaya Sensitive Skin Body Wash, gently cleanses while keeping skin soft and hydrated."
B07DIA5U6H,"Nivea Refreshing Citrus Body Wash, 500ml",Beauty,Nivea,7.91,9.62,4.7,176,False,False,False,154,Available,https://images.pexels.com/photos/8140905/pexels-photo-8140905.jpeg,"Premium quality Nivea Refreshing Citrus Body Wash, gently cleanses while keeping skin soft and hydrated."
B09EITNN8Z,"Himalaya Oatmeal Body Wash, 500ml",Beauty,Himalaya,15.0,18.47,3.6,131,False,True,False,91,Available,https://images.pexels.com/photos/8140918/pexels-photo-8140918.jpeg,"Premium quality Himalaya Oatmeal Body Wash, gently cleanses while keeping skin soft and hydrated."
B0W7KYHQIN,"EOS Shea Butter Body Wash, 500ml",Beauty,EOS,11.46,11.46,4.7,312,False,False,False,232,Available,https://images.pexels.com/photos/8140918/pexels-photo-8140918.jpeg,"Premium quality EOS Shea Butter Body Wash, gently cleanses while keeping skin soft and hydrated."
B0883DHX8B,"Cetaphil Charcoal Body Wash, 500ml",Beauty,Cetaphil,10.99,10.99,4.0,60,False,True,False,203,Available,https://images.pexels.com/photos/14890557/pexels-photo-14890557.jpeg,"Premium quality Cetaphil Charcoal Body Wash, gently cleanses while keeping skin soft and hydrated."
B0HH5LF6A4,"Burt's Bees Cocoa Butter Body Lotion, 400ml Pump Bottle",Beauty,Burt's Bees,16.87,16.87,4.6,648,False,True,False,125,Available,https://images.pexels.com/photos/8140905/pexels-photo-8140905.jpeg,"Premium quality Burt's Bees Cocoa Butter Body Lotion, fast-absorbing formula for all-day soft skin."
B0A2ILGB0S,"Dove 24hr Hydration Body Lotion, 400ml Pump Bottle",Beauty,Dove,11.48,11.48,3.6,30,False,False,False,76,Available,https://images.pexels.com/photos/8140918/pexels-photo-8140918.jpeg,"Premium quality Dove 24hr Hydration Body Lotion, fast-absorbing formula for all-day soft skin."
B0HW06XKXB,"Vaseline Aloe Vera Body Lotion, 400ml Pump Bottle",Beauty,Vaseline,10.71,10.71,4.2,1733,False,False,True,282,Available,https://images.pexels.com/photos/14890557/pexels-photo-14890557.jpeg,"Premium quality Vaseline Aloe Vera Body Lotion, fast-absorbing formula for all-day soft skin."
B0VCJWTL9T,"EOS Shea Butter Body Lotion, 400ml Pump Bottle",Beauty,EOS,10.12,13.6,3.7,591,False,True,False,247,Available,https://images.pexels.com/photos/14890557/pexels-photo-14890557.jpeg,"Premium quality EOS Shea Butter Body Lotion, fast-absorbing formula for all-day soft skin."
B0O3O0LLJ8,"Carmex Vitamin E Body Lotion, 400ml Pump Bottle",Beauty,Carmex,12.27,16.44,4.8,88,False,False,False,130,Available,https://images.pexels.com/photos/8140918/pexels-photo-8140918.jpeg,"Premium quality Carmex Vitamin E Body Lotion, fast-absorbing formula for all-day soft skin."
B0NEC8UYO5,"Himalaya Fragrance-Free Body Lotion, 400ml Pump Bottle",Beauty,Himalaya,5.81,5.81,4.6,2,False,False,False,67,Available,https://images.pexels.com/photos/14890557/pexels-photo-14890557.jpeg,"Premium quality Himalaya Fragrance-Free Body Lotion, fast-absorbing formula for all-day soft skin."
B0FR4MUEKI,"Nivea Deep Moisture Body Lotion, 400ml Pump Bottle",Beauty,Nivea,16.62,16.62,4.3,675,False,True,False,200,Available,https://images.pexels.com/photos/14890557/pexels-photo-14890557.jpeg,"Premium quality Nivea Deep Moisture Body Lotion, fast-absorbing formula for all-day soft skin."
B0YBJ17MGF,"Carmex Intensive Hand Cream, 75ml Tube",Beauty,Carmex,11.77,11.77,4.5,490,False,False,False,33,Available,https://images.pexels.com/photos/8140918/pexels-photo-8140918.jpeg,"Premium quality Carmex Intensive Hand Cream, non-greasy formula that heals dry, cracked hands."
B0NQFLL7V5,"EOS Shea Hand Cream, 75ml Tube",Beauty,EOS,3.63,3.63,4.3,522,False,True,False,35,Available,https://images.pexels.com/photos/8140905/pexels-photo-8140905.jpeg,"Premium quality EOS Shea Hand Cream, non-greasy formula that heals dry, cracked hands."
B0PJ1EPKYR,"Dove Repair Hand Cream, 75ml Tube",Beauty,Dove,9.79,10.87,4.2,590,False,False,False,246,Available,https://images.pexels.com/photos/8140918/pexels-photo-8140918.jpeg,"Premium quality Dove Repair Hand Cream, non-greasy formula that heals dry, cracked hands."
B011KERPET,"Aveeno Fast-Absorbing Hand Cream, 75ml Tube",Beauty,Aveeno,3.41,4.44,4.8,30,False,True,False,23,Available,https://images.pexels.com/photos/8140905/pexels-photo-8140905.jpeg,"Premium quality Aveeno Fast-Absorbing Hand Cream, non-greasy formula that heals dry, cracked hands."
B0BA75UUZP,"Carmex Travel Size Hand Cream, 75ml Tube",Beauty,Carmex,8.03,8.03,4.7,177,False,True,False,201,Available,https://images.pexels.com/photos/8140905/pexels-photo-8140905.jpeg,"Premium quality Carmex Travel Size Hand Cream, non-greasy formula that heals dry, cracked hands."
B0D4IVSOLM,"EOS Almond Hand Cream, 75ml Tube",Beauty,EOS,3.19,4.39,4.8,49,False,False,False,255,Available,https://images.pexels.com/photos/14890557/pexels-photo-14890557.jpeg,"Premium quality EOS Almond Hand Cream, non-greasy formula that heals dry, cracked hands."
B0M033IFHV,"Dove Moisturizing Lip Balm, Stick",Beauty,Dove,2.46,2.46,4.8,795,False,False,False,291,Available,https://images.pexels.com/photos/8140918/pexels-photo-8140918.jpeg,"Premium quality Dove Moisturizing Lip Balm, relieves dry chapped lips and locks in moisture."
B0UY5X9L8L,"Vaseline Tinted Lip Balm, Stick",Beauty,Vaseline,3.06,3.06,4.3,390,False,False,False,272,Available,https://images.pexels.com/photos/14890557/pexels-photo-14890557.jpeg,"Premium quality Vaseline Tinted Lip Balm, relieves dry chapped lips and locks in moisture."
B0CQBNKX9D,"Vaseline SPF15 Lip Balm, Stick",Beauty,Vaseline,4.81,4.81,4.1,160,False,False,True,160,Available,https://images.pexels.com/photos/8140918/pexels-photo-8140918.jpeg,"Premium quality Vaseline SPF15 Lip Balm, relieves dry chapped lips and locks in moisture."
B0XLRFCD6M,"Carmex Beeswax Lip Balm, Stick",Beauty,Carmex,4.31,4.31,4.7,26,False,False,False,41,Available,https://images.pexels.com/photos/8140918/pexels-photo-8140918.jpeg,"Premium quality Carmex Beeswax Lip Balm, relieves dry chapped lips and locks in moisture."
B0VN7N1YBW,"Vaseline Shea Butter Lip Balm, Stick",Beauty,Vaseline,5.03,5.89,4.3,148,False,False,False,244,Available,https://images.pexels.com/photos/14890557/pexels-photo-14890557.jpeg,"Premium quality Vaseline Shea Butter Lip Balm, relieves dry chapped lips and locks in moisture."
B0X65MUFM8,"Vaseline Vanilla Lip Balm, Stick",Beauty,Vaseline,3.98,3.98,4.5,157,False,True,False,217,Available,https://images.pexels.com/photos/8140918/pexels-photo-8140918.jpeg,"Premium quality Vaseline Vanilla Lip Balm, relieves dry chapped lips and locks in moisture."
B023Y30YSX,"EOS Cocoa Lip Balm, Stick",Beauty,EOS,2.77,2.77,4.1,523,True,True,False,63,Available,https://images.pexels.com/photos/14890557/pexels-photo-14890557.jpeg,"Premium quality EOS Cocoa Lip Balm, relieves dry chapped lips and locks in moisture."
B0G9FK2ST0,"Carmex Mint Lip Balm, Stick",Beauty,Carmex,4.17,4.78,4.6,405,False,True,False,129,Available,https://images.pexels.com/photos/8140918/pexels-photo-8140918.jpeg,"Premium quality Carmex Mint Lip Balm, relieves dry chapped lips and locks in moisture."
B0GYW6ZBNZ,"Nivea Rose Lip Balm, Stick",Beauty,Nivea,5.97,5.97,3.8,872,False,False,False,87,Available,https://images.pexels.com/photos/14890557/pexels-photo-14890557.jpeg,"Premium quality Nivea Rose Lip Balm, relieves dry chapped lips and locks in moisture."
B03Q4N89QK,"Aveeno Overnight Lip Mask, Stick",Beauty,Aveeno,6.51,6.51,4.0,255,False,False,False,139,Available,https://images.pexels.com/photos/14890557/pexels-photo-14890557.jpeg,"Premium quality Aveeno Overnight Lip Mask, relieves dry chapped lips and locks in moisture."
B0JX5TD44K,"Anchor Full Cream Milk, 1L Carton",Grocery,Anchor,2.73,2.73,3.8,50,False,False,False,122,Available,https://images.pexels.com/photos/10391653/pexels-photo-10391653.jpeg,"Fresh quality Anchor Full Cream Milk, 1L Carton, pairs well with bread, cereal, tea and coffee."
B0QMABSI9N,"National Toned Milk, 1L Pouch",Grocery,National,2.16,3.0,3.9,499,False,False,False,66,Available,https://images.pexels.com/photos/3341067/pexels-photo-3341067.jpeg,"Fresh quality National Toned Milk, 1L Pouch, pairs well with bread, cereal, tea and coffee."
